task_id,task_type,machine_id,operator_id,location,priority,scheduled_start,estimated_time_min,predicted_time_min,actual_time_min,load_cycles,distance,weather,operator_skill,machine_age,status
T0160,Demolition,COM042,OP057,Site Alpha - Sector 1 Quarry,High,2026-07-30 04:45:47,110.0,111.4,107.9,12,1.57,Sunny,Intermediate,0.7,Completed
T0161,Trenching,WHE038,OP056,Site Gamma - River Basin Basin Prep,Critical,2026-07-30 05:27:47,75.0,103.9,101.8,16,0.52,Rainy,Intermediate,6.6,Completed
T0162,Earth Excavation,EXC031,OP045,Site Delta - Highway Interchange,Critical,2026-07-30 06:09:47,60.0,72.8,80.9,21,1.08,Cloudy,Beginner,2.5,Completed
T0163,Material Loading,DOZ021,OP086,Site Gamma - River Basin Basin Prep,Low,2026-07-30 06:51:47,45.0,58.2,52.4,28,1.46,Rainy,Intermediate,1.4,Completed
T0164,Hauling,DUM011,OP043,Site Delta - Highway Interchange,Critical,2026-07-30 07:33:47,40.0,37.9,36.7,12,0.41,Windy,Expert,0.6,Completed
T0165,Compaction,WHE032,OP037,Site Beta - East Trenching Zone,Critical,2026-07-30 08:15:47,50.0,58.0,55.0,24,2.88,Sunny,Beginner,0.7,Completed
T0166,Hauling,EXC049,OP071,Site Alpha - Sector 4 Foundation,Low,2026-07-30 08:57:47,40.0,49.7,50.6,11,1.91,Sunny,Beginner,6.5,Completed
T0167,Grading,COM006,OP041,Site Beta - North Overpass,High,2026-07-30 09:39:47,90.0,89.3,97.7,8,2.06,Windy,Expert,4.5,Completed
T0168,Material Loading,WHE008,OP099,Site Alpha - Sector 1 Quarry,Critical,2026-07-30 10:21:47,45.0,59.1,58.3,16,3.05,Sunny,Beginner,6.4,Completed
T0169,Hauling,DOZ033,OP001,Site Beta - East Trenching Zone,Critical,2026-07-30 11:03:47,40.0,37.8,39.6,26,4.14,Cloudy,Expert,3.2,Completed
T0170,Grading,GRA004,OP025,Site Beta - North Overpass,High,2026-07-30 11:45:47,90.0,102.4,105.1,28,4.1,Windy,Intermediate,4.9,Completed
T0171,Demolition,EXC049,OP064,Site Alpha - Sector 4 Foundation,Critical,2026-07-30 12:27:47,110.0,147.4,120.1,24,3.25,Sunny,Beginner,6.5,Completed
T0172,Hauling,GRA004,OP027,Site Beta - North Overpass,High,2026-07-30 13:09:47,40.0,48.2,50.2,22,0.58,Sunny,Beginner,4.9,Completed
T0173,Demolition,DOZ009,OP037,Site Beta - East Trenching Zone,Critical,2026-07-30 13:51:47,110.0,138.6,126.5,13,3.87,Sunny,Beginner,2.8,Completed
T0174,Compaction,WHE032,OP016,Site Beta - East Trenching Zone,Low,2026-07-30 14:33:47,50.0,62.4,58.9,16,1.66,Cloudy,Beginner,0.7,Completed
T0175,Compaction,DOZ039,OP031,Site Alpha - Sector 1 Quarry,Medium,2026-07-30 15:15:47,50.0,55.3,59.5,10,2.25,Windy,Intermediate,1.5,Completed
T0176,Material Loading,COM036,OP002,Site Alpha - Sector 1 Quarry,Critical,2026-07-30 15:57:47,45.0,52.6,59.7,18,2.79,Sunny,Beginner,4.3,Completed
T0177,Earth Excavation,DOZ015,OP015,Site Delta - Highway Interchange,Critical,2026-07-30 16:39:47,60.0,67.1,61.9,8,2.56,Windy,Intermediate,2.7,Completed
T0178,Earth Excavation,COM042,OP020,Site Alpha - Sector 1 Quarry,Critical,2026-07-30 17:21:47,60.0,52.8,50.4,12,4.05,Cloudy,Expert,0.7,Completed
T0179,Compaction,EXC019,OP066,Site Gamma - River Basin Basin Prep,High,2026-07-30 18:03:47,50.0,52.0,50.6,25,3.01,Sunny,Intermediate,4.5,Completed
T0180,Grading,EXC031,OP061,Site Delta - Highway Interchange,Medium,2026-07-30 18:45:47,90.0,94.0,91.3,24,0.82,Sunny,Intermediate,2.5,Completed
T0181,Grading,COM036,OP019,Site Alpha - Sector 1 Quarry,Critical,2026-07-30 19:27:47,90.0,142.5,140.9,19,2.69,Rainy,Beginner,4.3,Completed
T0182,Trenching,DOZ039,OP066,Site Alpha - Sector 1 Quarry,Medium,2026-07-30 20:09:47,75.0,73.4,69.3,21,0.53,Sunny,Intermediate,1.5,Completed
T0183,Hauling,DUM005,OP036,Site Beta - North Overpass,Critical,2026-07-30 20:51:47,40.0,55.0,55.3,22,2.4,Sunny,Beginner,10.8,Completed
T0184,Material Loading,DOZ033,OP035,Site Beta - East Trenching Zone,Low,2026-07-30 21:33:47,45.0,54.2,54.6,12,2.34,Sunny,Beginner,3.2,Completed
T0185,Material Loading,DUM047,OP039,Site Delta - Highway Interchange,Critical,2026-07-30 22:15:47,45.0,48.4,47.8,20,2.89,Cloudy,Expert,10.4,Completed
T0186,Hauling,GRA010,OP058,Site Beta - East Trenching Zone,Critical,2026-07-30 22:57:47,40.0,44.3,42.2,20,3.52,Cloudy,Intermediate,3.4,Completed
T0187,Material Loading,GRA022,OP071,Site Alpha - Sector 4 Foundation,Critical,2026-07-30 23:39:47,45.0,51.1,51.3,20,1.2,Sunny,Beginner,0.8,Completed
T0188,Grading,DOZ021,OP025,Site Gamma - River Basin Basin Prep,Medium,2026-07-31 00:21:47,90.0,89.3,82.2,19,3.81,Sunny,Intermediate,1.4,Completed
T0189,Demolition,EXC025,OP030,Site Beta - North Overpass,Critical,2026-07-31 01:03:47,110.0,116.6,111.0,10,1.02,Cloudy,Expert,9.2,Completed
T0190,Earth Excavation,DOZ021,OP096,Site Gamma - River Basin Basin Prep,Critical,2026-07-31 01:45:47,60.0,60.9,61.3,10,4.01,Windy,Expert,1.4,Completed
T0191,Compaction,EXC025,OP050,Site Beta - North Overpass,Medium,2026-07-31 02:27:47,50.0,59.0,59.5,12,3.4,Cloudy,Intermediate,9.2,Completed
T0192,Grading,DOZ003,OP017,Site Alpha - Sector 4 Foundation,High,2026-07-31 03:09:47,90.0,124.2,119.9,29,1.33,Windy,Beginner,2.4,Completed
T0193,Hauling,EXC007,OP057,Site Alpha - Sector 4 Foundation,Low,2026-07-31 03:51:47,40.0,52.0,49.8,28,3.46,Rainy,Intermediate,3.2,Completed
T0194,Demolition,COM030,OP002,Site Beta - East Trenching Zone,Medium,2026-07-31 04:33:47,110.0,138.0,141.2,16,4.0,Cloudy,Beginner,3.2,Completed
T0195,Grading,COM042,OP020,Site Alpha - Sector 1 Quarry,Low,2026-07-31 05:15:47,90.0,78.3,73.3,13,2.81,Cloudy,Expert,0.7,Completed
T0196,Grading,DUM017,OP044,Site Alpha - Sector 1 Quarry,Critical,2026-07-31 05:57:47,90.0,80.2,77.6,22,2.88,Sunny,Expert,1.7,Completed
T0197,Compaction,COM006,OP043,Site Beta - North Overpass,Critical,2026-07-31 06:39:47,50.0,50.3,54.5,28,4.42,Windy,Expert,4.5,Completed
T0198,Material Loading,DUM041,OP092,Site Alpha - Sector 4 Foundation,Critical,2026-07-31 07:21:47,45.0,59.9,60.5,11,3.71,Windy,Beginner,3.2,Completed
T0199,Hauling,DUM035,OP005,Site Beta - North Overpass,Low,2026-07-31 08:03:47,40.0,44.0,49.9,20,2.2,Sunny,Beginner,3.2,Completed
T0200,Trenching,DUM041,OP088,Site Alpha - Sector 4 Foundation,High,2026-07-31 08:45:47,75.0,82.4,80.2,23,3.53,Cloudy,Intermediate,3.2,Completed
T0201,Trenching,COM048,OP012,Site Delta - Highway Interchange,Critical,2026-07-31 09:27:47,75.0,73.0,68.5,28,1.87,Cloudy,Expert,3.9,Completed
T0202,Earth Excavation,EXC049,OP082,Site Alpha - Sector 4 Foundation,Low,2026-07-31 10:09:47,60.0,56.7,56.9,22,4.46,Sunny,Expert,6.5,Completed
T0203,Grading,DUM011,OP089,Site Delta - Highway Interchange,High,2026-07-31 10:51:47,90.0,93.1,95.5,22,0.99,Cloudy,Intermediate,0.6,Completed
T0204,Earth Excavation,DOZ003,OP042,Site Alpha - Sector 4 Foundation,Low,2026-07-31 11:33:47,60.0,74.7,70.8,8,3.87,Cloudy,Beginner,2.4,Completed
T0205,Material Loading,DUM023,OP048,Site Gamma - River Basin Basin Prep,Critical,2026-07-31 12:15:47,45.0,55.1,59.9,21,1.55,Cloudy,Beginner,4.9,Completed
T0206,Trenching,GRA016,OP068,Site Delta - Highway Interchange,Critical,2026-07-31 12:57:47,75.0,94.8,83.5,20,4.29,Cloudy,Beginner,3.2,Completed
T0207,Demolition,WHE044,OP024,Site Alpha - Sector 4 Foundation,Medium,2026-07-31 13:39:47,110.0,95.4,94.1,9,3.66,Sunny,Expert,1.2,Completed
T0208,Trenching,COM006,OP079,Site Beta - North Overpass,Critical,2026-07-31 14:21:47,75.0,68.4,70.8,20,3.13,Sunny,Expert,4.5,Completed
T0209,Demolition,WHE044,OP031,Site Alpha - Sector 4 Foundation,Critical,2026-07-31 15:03:47,110.0,109.0,115.6,21,1.02,Sunny,Intermediate,1.2,Completed
T0210,Demolition,GRA010,OP030,Site Beta - East Trenching Zone,Critical,2026-07-31 15:45:47,110.0,99.1,100.9,28,0.54,Cloudy,Expert,3.4,Completed
T0211,Compaction,DUM017,OP059,Site Alpha - Sector 1 Quarry,High,2026-07-31 16:27:47,50.0,66.8,64.1,24,3.35,Windy,Beginner,1.7,Completed
T0212,Compaction,EXC001,OP060,Site Alpha - Sector 4 Foundation,High,2026-07-31 17:09:47,50.0,65.4,59.7,29,0.69,Rainy,Intermediate,2.4,Completed
T0213,Compaction,DUM035,OP021,Site Beta - North Overpass,Low,2026-07-31 17:51:47,50.0,53.5,58.2,27,1.64,Windy,Intermediate,3.2,Completed
T0214,Grading,DUM023,OP076,Site Gamma - River Basin Basin Prep,High,2026-07-31 18:33:47,90.0,94.8,84.4,15,1.51,Sunny,Intermediate,4.9,Completed
T0215,Compaction,GRA028,OP089,Site Gamma - River Basin Basin Prep,High,2026-07-31 19:15:47,50.0,50.2,50.5,9,3.36,Sunny,Intermediate,4.8,Completed
T0216,Grading,WHE020,OP026,Site Alpha - Sector 4 Foundation,Critical,2026-07-31 19:57:47,90.0,92.7,90.5,24,2.5,Sunny,Intermediate,3.4,Completed
T0217,Hauling,EXC031,OP014,Site Delta - Highway Interchange,Medium,2026-07-31 20:39:47,40.0,49.6,51.8,16,1.8,Rainy,Intermediate,2.5,Completed
T0218,Grading,EXC037,OP046,Site Beta - North Overpass,High,2026-07-31 21:21:47,90.0,111.3,107.2,11,3.63,Rainy,Expert,6.0,Completed
T0219,Compaction,EXC019,OP003,Site Gamma - River Basin Basin Prep,Critical,2026-07-31 22:03:47,50.0,79.3,74.9,23,4.24,Rainy,Beginner,4.5,Completed
T0220,Material Loading,EXC001,OP073,Site Alpha - Sector 4 Foundation,Low,2026-07-31 22:45:47,45.0,40.9,40.9,8,4.21,Sunny,Expert,2.4,Completed
T0221,Demolition,COM048,OP064,Site Delta - Highway Interchange,High,2026-07-31 23:27:47,110.0,134.6,135.9,28,3.32,Sunny,Beginner,3.9,Completed
T0222,Hauling,DOZ015,OP078,Site Delta - Highway Interchange,High,2026-08-01 00:09:47,40.0,52.1,59.8,24,3.17,Windy,Beginner,2.7,Completed
T0223,Trenching,DUM041,OP025,Site Alpha - Sector 4 Foundation,High,2026-08-01 00:51:47,75.0,117.8,115.7,24,1.88,Storm,Intermediate,3.2,Completed
T0224,Compaction,EXC049,OP093,Site Alpha - Sector 4 Foundation,Medium,2026-08-01 01:33:47,50.0,65.2,68.9,22,0.86,Sunny,Beginner,6.5,Completed
T0225,Compaction,EXC007,OP081,Site Alpha - Sector 4 Foundation,Low,2026-08-01 02:15:47,50.0,50.6,54.9,14,3.55,Sunny,Intermediate,3.2,Completed
T0226,Material Loading,DUM029,OP005,Site Beta - North Overpass,High,2026-08-01 02:57:47,45.0,67.3,67.6,23,1.92,Rainy,Beginner,1.0,Completed
T0227,Compaction,DOZ009,OP012,Site Beta - East Trenching Zone,High,2026-08-01 03:39:47,50.0,47.6,42.1,11,3.18,Cloudy,Expert,2.8,Completed
T0228,Material Loading,COM048,OP054,Site Delta - Highway Interchange,Medium,2026-08-01 04:21:47,45.0,54.4,55.4,14,0.92,Sunny,Beginner,3.9,Completed
T0229,Trenching,DOZ009,OP070,Site Beta - East Trenching Zone,High,2026-08-01 05:03:47,75.0,89.5,88.5,8,4.05,Cloudy,Beginner,2.8,Completed
T0230,Demolition,DOZ033,OP035,Site Beta - East Trenching Zone,Medium,2026-08-01 05:45:47,110.0,133.0,125.2,29,3.61,Sunny,Beginner,3.2,Completed
T0231,Material Loading,EXC031,OP038,Site Delta - Highway Interchange,High,2026-08-01 06:27:47,45.0,45.8,46.6,20,1.95,Cloudy,Intermediate,2.5,Completed
T0232,Hauling,WHE008,OP060,Site Alpha - Sector 1 Quarry,Low,2026-08-01 07:09:47,40.0,45.7,44.4,22,1.75,Cloudy,Intermediate,6.4,Completed
T0233,Trenching,EXC049,OP029,Site Alpha - Sector 4 Foundation,Critical,2026-08-01 07:51:47,75.0,77.7,85.8,11,0.57,Windy,Expert,6.5,Completed
T0234,Hauling,COM036,OP047,Site Alpha - Sector 1 Quarry,Low,2026-08-01 08:33:47,40.0,43.5,44.6,23,3.57,Cloudy,Intermediate,4.3,Completed
T0235,Hauling,WHE026,OP002,Site Gamma - River Basin Basin Prep,High,2026-08-01 09:15:47,40.0,44.8,42.4,28,0.71,Sunny,Beginner,1.5,Completed
T0236,Demolition,WHE008,OP059,Site Alpha - Sector 1 Quarry,High,2026-08-01 09:57:47,110.0,137.4,148.8,14,0.47,Sunny,Beginner,6.4,Completed
T0237,Compaction,COM048,OP087,Site Delta - Highway Interchange,High,2026-08-01 10:39:47,50.0,56.9,59.6,27,3.03,Cloudy,Intermediate,3.9,Completed
T0238,Demolition,EXC025,OP082,Site Beta - North Overpass,High,2026-08-01 11:21:47,110.0,115.4,115.8,20,4.39,Cloudy,Expert,9.2,Completed
T0239,Earth Excavation,WHE044,OP030,Site Alpha - Sector 4 Foundation,Critical,2026-08-01 12:03:47,60.0,57.6,58.4,15,1.25,Windy,Expert,1.2,Completed
T0240,Earth Excavation,GRA040,OP072,Site Gamma - River Basin Basin Prep,High,2026-08-01 12:45:47,60.0,61.5,59.0,20,3.46,Cloudy,Intermediate,1.3,Completed
T0241,Demolition,DOZ015,OP083,Site Delta - Highway Interchange,Low,2026-08-01 13:27:47,110.0,201.0,223.7,16,1.38,Storm,Beginner,2.7,Completed
T0242,Compaction,COM030,OP090,Site Beta - East Trenching Zone,High,2026-08-01 14:09:47,50.0,46.0,45.0,29,1.9,Cloudy,Expert,3.2,Completed
T0243,Compaction,DOZ027,OP015,Site Gamma - River Basin Basin Prep,Medium,2026-08-01 14:51:47,50.0,52.2,55.0,17,1.69,Sunny,Intermediate,4.3,Completed
T0244,Earth Excavation,DOZ003,OP039,Site Alpha - Sector 4 Foundation,Critical,2026-08-01 15:33:47,60.0,52.7,55.2,18,1.47,Sunny,Expert,2.4,Completed
T0245,Earth Excavation,EXC007,OP031,Site Alpha - Sector 4 Foundation,Medium,2026-08-01 16:15:47,60.0,63.3,65.4,22,0.65,Sunny,Intermediate,3.2,Completed
T0246,Grading,COM030,OP048,Site Beta - East Trenching Zone,Critical,2026-08-01 16:57:47,90.0,137.2,128.8,27,2.99,Rainy,Beginner,3.2,Completed
T0247,Demolition,COM048,OP094,Site Delta - Highway Interchange,Medium,2026-08-01 17:39:47,110.0,172.0,192.8,9,1.39,Storm,Intermediate,3.9,Completed
T0248,Grading,COM042,OP013,Site Alpha - Sector 1 Quarry,Critical,2026-08-01 18:21:47,90.0,80.7,78.4,13,4.21,Sunny,Expert,0.7,Completed
T0249,Demolition,DOZ027,OP036,Site Gamma - River Basin Basin Prep,Low,2026-08-01 19:03:47,110.0,134.2,123.8,10,1.08,Sunny,Beginner,4.3,Completed
T0250,Compaction,COM024,OP028,Site Delta - Highway Interchange,Critical,2026-08-01 19:45:47,50.0,69.4,69.0,8,0.96,Sunny,Beginner,10.9,Completed
T0251,Grading,GRA016,OP047,Site Delta - Highway Interchange,Low,2026-08-01 20:27:47,90.0,92.8,92.2,19,4.34,Sunny,Intermediate,3.2,Completed
T0252,Compaction,COM024,OP070,Site Delta - Highway Interchange,High,2026-08-01 21:09:47,50.0,67.6,69.8,25,2.83,Sunny,Beginner,10.9,Completed
T0253,Earth Excavation,WHE026,OP036,Site Gamma - River Basin Basin Prep,Medium,2026-08-01 21:51:47,60.0,109.9,100.5,11,3.8,Storm,Beginner,1.5,Completed
T0254,Earth Excavation,COM030,OP012,Site Beta - East Trenching Zone,Medium,2026-08-01 22:33:47,60.0,54.1,55.9,18,2.54,Cloudy,Expert,3.2,Completed
T0255,Compaction,DUM041,OP077,Site Alpha - Sector 4 Foundation,Low,2026-08-01 23:15:47,50.0,49.3,54.0,22,1.35,Windy,Expert,3.2,Completed
T0256,Earth Excavation,GRA022,OP032,Site Alpha - Sector 4 Foundation,Medium,2026-08-01 23:57:47,60.0,88.4,86.7,25,3.56,Storm,Intermediate,0.8,Completed
T0257,Hauling,EXC037,OP027,Site Beta - North Overpass,Low,2026-08-02 00:39:47,40.0,51.1,54.9,12,1.95,Sunny,Beginner,6.0,Completed
T0258,Hauling,EXC049,OP071,Site Alpha - Sector 4 Foundation,Medium,2026-08-02 01:21:47,40.0,52.3,52.6,17,1.72,Sunny,Beginner,6.5,Completed
T0259,Demolition,WHE014,OP030,Site Alpha - Sector 1 Quarry,High,2026-08-02 02:03:47,110.0,99.0,104.9,12,1.41,Sunny,Expert,3.6,Completed
T0260,Hauling,GRA010,OP077,Site Beta - East Trenching Zone,Low,2026-08-02 02:45:47,40.0,35.9,37.7,11,1.58,Sunny,Expert,3.4,Completed
T0261,Material Loading,GRA010,OP017,Site Beta - East Trenching Zone,High,2026-08-02 03:27:47,45.0,80.7,89.2,14,1.92,Storm,Beginner,3.4,Completed
T0262,Hauling,COM012,OP015,Site Alpha - Sector 4 Foundation,Low,2026-08-02 04:09:47,40.0,48.2,52.7,24,2.22,Rainy,Intermediate,1.6,Completed
T0263,Trenching,EXC001,OP046,Site Alpha - Sector 4 Foundation,Medium,2026-08-02 04:51:47,75.0,99.5,107.1,27,2.75,Storm,Expert,2.4,Completed
T0264,Demolition,DOZ021,OP003,Site Gamma - River Basin Basin Prep,Medium,2026-08-02 05:33:47,110.0,166.4,154.9,20,4.39,Rainy,Beginner,1.4,Completed
T0265,Material Loading,GRA004,OP017,Site Beta - North Overpass,Critical,2026-08-02 06:15:47,45.0,89.6,76.7,29,3.95,Storm,Beginner,4.9,Completed
T0266,Demolition,WHE008,OP096,Site Alpha - Sector 1 Quarry,Low,2026-08-02 06:57:47,110.0,109.8,108.0,10,1.74,Cloudy,Expert,6.4,Completed
T0267,Grading,DUM029,OP100,Site Beta - North Overpass,High,2026-08-02 07:39:47,90.0,102.3,112.9,14,3.87,Sunny,Beginner,1.0,Completed
T0268,Demolition,WHE038,OP014,Site Gamma - River Basin Basin Prep,Critical,2026-08-02 08:21:47,110.0,145.9,155.6,27,2.44,Rainy,Intermediate,6.6,Completed
T0269,Demolition,DOZ015,OP079,Site Delta - Highway Interchange,Low,2026-08-02 09:03:47,110.0,97.0,98.5,26,2.83,Sunny,Expert,2.7,Completed
T0270,Compaction,EXC043,OP067,Site Beta - East Trenching Zone,High,2026-08-02 09:45:47,50.0,49.6,47.0,22,4.01,Sunny,Intermediate,1.8,Completed
T0271,Grading,COM042,OP004,Site Alpha - Sector 1 Quarry,Low,2026-08-02 10:27:47,90.0,136.1,136.7,11,3.24,Rainy,Beginner,0.7,Completed
T0272,Grading,WHE026,OP055,Site Gamma - River Basin Basin Prep,Low,2026-08-02 11:09:47,90.0,74.4,75.6,24,2.61,Sunny,Expert,1.5,Completed
T0273,Grading,GRA046,OP057,Site Gamma - River Basin Basin Prep,Low,2026-08-02 11:51:47,90.0,87.5,83.9,28,3.54,Sunny,Intermediate,0.6,Completed
T0274,Earth Excavation,DOZ021,OP078,Site Gamma - River Basin Basin Prep,Medium,2026-08-02 12:33:47,60.0,104.8,105.4,14,1.23,Storm,Beginner,1.4,Completed
T0275,Earth Excavation,DOZ009,OP036,Site Beta - East Trenching Zone,High,2026-08-02 13:15:47,60.0,93.5,97.9,29,3.39,Rainy,Beginner,2.8,Completed
T0276,Grading,DOZ039,OP068,Site Alpha - Sector 1 Quarry,High,2026-08-02 13:57:47,90.0,136.4,128.9,25,4.07,Rainy,Beginner,1.5,Completed
T0277,Grading,DOZ033,OP078,Site Beta - East Trenching Zone,Critical,2026-08-02 14:39:47,90.0,113.1,104.6,23,4.1,Sunny,Beginner,3.2,Completed
T0278,Earth Excavation,DOZ045,OP015,Site Gamma - River Basin Basin Prep,Medium,2026-08-02 15:21:47,60.0,63.8,70.6,24,1.96,Cloudy,Intermediate,4.0,Completed
T0279,Grading,DUM029,OP030,Site Beta - North Overpass,Critical,2026-08-02 16:03:47,90.0,77.8,80.2,9,3.6,Sunny,Expert,1.0,Completed
T0280,Material Loading,COM030,OP052,Site Beta - East Trenching Zone,Critical,2026-08-02 16:45:47,45.0,44.6,48.9,24,2.87,Sunny,Intermediate,3.2,Completed
T0281,Compaction,EXC007,OP041,Site Alpha - Sector 4 Foundation,Critical,2026-08-02 17:27:47,50.0,50.4,47.1,13,3.6,Windy,Expert,3.2,Completed
T0282,Material Loading,EXC043,OP033,Site Beta - East Trenching Zone,High,2026-08-02 18:09:47,45.0,71.2,66.3,9,3.26,Storm,Intermediate,1.8,Completed
T0283,Trenching,WHE044,OP061,Site Alpha - Sector 4 Foundation,Low,2026-08-02 18:51:47,75.0,93.5,92.5,14,3.89,Rainy,Intermediate,1.2,Completed
T0284,Earth Excavation,COM006,OP012,Site Beta - North Overpass,Critical,2026-08-02 19:33:47,60.0,56.5,56.7,16,1.82,Sunny,Expert,4.5,Completed
T0285,Earth Excavation,COM048,OP095,Site Delta - Highway Interchange,High,2026-08-02 20:15:47,60.0,82.1,71.8,22,2.18,Windy,Beginner,3.9,Completed
T0286,Hauling,DOZ009,OP072,Site Beta - East Trenching Zone,Low,2026-08-02 20:57:47,40.0,44.1,40.4,11,3.62,Cloudy,Intermediate,2.8,Completed
T0287,Demolition,COM036,OP072,Site Alpha - Sector 1 Quarry,High,2026-08-02 21:39:47,110.0,119.0,118.0,27,0.91,Sunny,Intermediate,4.3,Completed
T0288,Compaction,WHE008,OP053,Site Alpha - Sector 1 Quarry,High,2026-08-02 22:21:47,50.0,81.2,90.4,11,2.69,Rainy,Beginner,6.4,Completed
T0289,Hauling,EXC043,OP097,Site Beta - East Trenching Zone,Critical,2026-08-02 23:03:47,40.0,41.5,46.0,15,0.61,Cloudy,Intermediate,1.8,Completed
T0290,Hauling,DUM047,OP007,Site Delta - Highway Interchange,High,2026-08-02 23:45:47,40.0,68.9,71.3,20,4.34,Rainy,Beginner,10.4,Completed
T0291,Demolition,WHE020,OP046,Site Alpha - Sector 4 Foundation,Low,2026-08-03 00:27:47,110.0,107.7,115.9,11,2.96,Windy,Expert,3.4,Completed
T0292,Demolition,DOZ033,OP028,Site Beta - East Trenching Zone,Medium,2026-08-03 01:09:47,110.0,146.1,147.3,15,1.43,Cloudy,Beginner,3.2,Completed
T0293,Compaction,EXC031,OP029,Site Delta - Highway Interchange,Low,2026-08-03 01:51:47,50.0,55.5,54.1,26,2.97,Rainy,Expert,2.5,Completed
T0294,Material Loading,COM036,OP048,Site Alpha - Sector 1 Quarry,Low,2026-08-03 02:33:47,45.0,53.1,51.9,19,1.58,Sunny,Beginner,4.3,Completed
T0295,Hauling,COM018,OP074,Site Gamma - River Basin Basin Prep,Medium,2026-08-03 03:15:47,40.0,42.1,41.6,8,2.17,Cloudy,Intermediate,1.2,Completed
T0296,Hauling,GRA028,OP072,Site Gamma - River Basin Basin Prep,Low,2026-08-03 03:57:47,40.0,41.3,46.7,8,1.57,Sunny,Intermediate,4.8,Completed
T0297,Demolition,EXC043,OP089,Site Beta - East Trenching Zone,High,2026-08-03 04:39:47,110.0,109.3,110.5,9,1.24,Sunny,Intermediate,1.8,Completed
T0298,Earth Excavation,COM012,OP035,Site Alpha - Sector 4 Foundation,High,2026-08-03 05:21:47,60.0,74.4,75.8,14,2.99,Windy,Beginner,1.6,Completed
T0299,Material Loading,DUM023,OP001,Site Gamma - River Basin Basin Prep,Medium,2026-08-03 06:03:47,45.0,43.8,44.7,27,1.54,Windy,Expert,4.9,Completed
T0300,Hauling,GRA010,OP073,Site Beta - East Trenching Zone,Critical,2026-08-03 06:45:47,40.0,53.5,59.5,17,1.14,Storm,Expert,3.4,Completed
T0301,Earth Excavation,GRA010,OP095,Site Beta - East Trenching Zone,Low,2026-08-03 07:27:47,60.0,80.2,76.3,16,1.24,Windy,Beginner,3.4,Completed
T0302,Earth Excavation,COM048,OP068,Site Delta - Highway Interchange,Medium,2026-08-03 08:09:47,60.0,74.0,72.1,9,2.38,Cloudy,Beginner,3.9,Completed
T0303,Grading,DOZ027,OP059,Site Gamma - River Basin Basin Prep,High,2026-08-03 08:51:47,90.0,116.5,107.1,29,0.99,Cloudy,Beginner,4.3,Completed
T0304,Trenching,COM024,OP040,Site Delta - Highway Interchange,High,2026-08-03 09:33:47,75.0,108.7,112.8,27,1.62,Rainy,Intermediate,10.9,Completed
T0305,Hauling,EXC037,OP077,Site Beta - North Overpass,Low,2026-08-03 10:15:47,40.0,40.6,42.7,22,2.67,Cloudy,Expert,6.0,Completed
T0306,Earth Excavation,GRA010,OP021,Site Beta - East Trenching Zone,Low,2026-08-03 10:57:47,60.0,64.8,64.7,17,2.25,Sunny,Intermediate,3.4,Completed
T0307,Compaction,COM006,OP035,Site Beta - North Overpass,Critical,2026-08-03 11:39:47,50.0,65.0,66.4,9,3.95,Cloudy,Beginner,4.5,Completed
T0308,Compaction,GRA028,OP063,Site Gamma - River Basin Basin Prep,Critical,2026-08-03 12:21:47,50.0,61.8,60.2,29,2.96,Sunny,Beginner,4.8,Completed
T0309,Grading,COM018,OP028,Site Gamma - River Basin Basin Prep,Low,2026-08-03 13:03:47,90.0,103.5,106.6,20,2.79,Cloudy,Beginner,1.2,Completed
T0310,Material Loading,GRA028,OP015,Site Gamma - River Basin Basin Prep,High,2026-08-03 13:45:47,45.0,73.0,77.6,11,3.38,Storm,Intermediate,4.8,Completed
T0311,Compaction,WHE044,OP076,Site Alpha - Sector 4 Foundation,Critical,2026-08-03 14:27:47,50.0,48.9,49.1,13,0.82,Sunny,Intermediate,1.2,Completed
T0312,Demolition,EXC043,OP040,Site Beta - East Trenching Zone,Low,2026-08-03 15:09:47,110.0,108.0,98.9,28,4.15,Sunny,Intermediate,1.8,Completed
T0313,Trenching,WHE026,OP077,Site Gamma - River Basin Basin Prep,Low,2026-08-03 15:51:47,75.0,66.3,73.0,16,2.2,Sunny,Expert,1.5,Completed
T0314,Earth Excavation,WHE014,OP039,Site Alpha - Sector 1 Quarry,Medium,2026-08-03 16:33:47,60.0,59.6,61.1,20,0.77,Windy,Expert,3.6,Completed
T0315,Hauling,DOZ009,OP098,Site Beta - East Trenching Zone,High,2026-08-03 17:15:47,40.0,37.2,37.1,22,0.52,Windy,Expert,2.8,Completed
